task_id,task catefory,mode,user_prompt,input_data_ref,data_key,context_block,expected_capability,acceptance_metrics,evidence required,gold_ref,seed,time_limit_s,notes,expeted_tool_chain
VIZ-008,Visualization,Full-Stack,Generate VR-ready brain model with network overlays,Yeo 7 networks,,Build VR brain with color-coded functional networks for immersive exploration,vr_brain_tool,vr_model_generated; webxr_compatible,brain_vr.glb; vr_scene.html,,,,,
VIZ-009,Visualization,Full-Stack,Plot ROI timecourses with event markers,Haxby ROI signals,,Show signal fluctuation over time with stimulus events marked,advanced_visualization_tool,timecourse_plot; events_marked,roi_timecourses.png; event_markers.csv,,,,,
VIZ-010,Visualization,Full-Stack,Create carpet plot showing all voxels over time,Haxby preprocessed data,,Visualize every brain voxel's timecourse in one image to spot artifacts,qc_tools; advanced_visualization_tool,carpet_plot_generated; global_signal_shown,carpet_plot.png,,,,,
VIZ-011,Visualization,Full-Stack,Generate statistical map with cluster extent table,Localizer group contrast,,Show activation blobs with numbers indicating size and peak statistics,nilearn_glm_tool; advanced_visualization_tool,cluster_map; extent_table,activation_map.png; cluster_table.csv,,,,,
VIZ-012,Visualization,Full-Stack,Plot confusion matrix for MVPA classification,Haxby decoding results,,Visualize classifier performance across all category pairs,mvpa_tool; advanced_visualization_tool,confusion_matrix; accuracy_by_class,confusion_matrix.png; classification_report.txt,,,,,
VIZ-013,Visualization,Full-Stack,Create graph visualization of structural connectome,DTI tractography data,,Display brain regions as nodes and tracts as edges in 3D space,graph_theory_tool; advanced_visualization_tool,network_graph_3d; hub_nodes_highlighted,connectome_graph.html,,,,,
VIZ-014,Visualization,Full-Stack,Generate design matrix visualization with correlation structure,Localizer design matrix,,Show experimental design and correlation between regressors,nilearn_glm_tool; advanced_visualization_tool,design_matrix_plot; correlation_heatmap,design_matrix.png; correlation_matrix.png,,,,,
VIZ-015,Visualization,Full-Stack,Plot probabilistic atlas on MNI template,Harvard-Oxford probabilistic,,Overlay probability maps showing where regions most likely located,advanced_visualization_tool,probability_overlay; transparency_enabled,atlas_probability.png,,,,,
VIZ-016,Visualization,Full-Stack,Create dual-coding plot showing activation and deactivation,Localizer task>rest contrast,,Use different colors for increases vs decreases in brain activity,advanced_visualization_tool,dual_coded_map; red_blue_colormap,activation_deactivation.png,,,,,
VIZ-017,Visualization,Full-Stack,Generate augmented reality brain for mobile devices,Statistical map + surface,,Build AR model that can be placed in real environment via phone camera,vr_brain_tool,ar_model_generated; mobile_compatible,brain_ar.usdz; ar_scene.html,,,,,
VIZ-018,Visualization,Full-Stack,Plot brain parcellation with region labels,Destrieux atlas,,Show anatomical divisions with text labels identifying each region,advanced_visualization_tool,labeled_parcellation; readable_labels,labeled_brain.png; region_legend.csv,,,,,
VIZ-019,Visualization,Full-Stack,Create time-frequency plot for MEG sensor,MNE sample epochs,,Display oscillation power across frequencies and time,mne_timefreq_tool; advanced_visualization_tool,tfr_plot; ersp_generated,time_frequency.png; colorbar_scale.txt,,,,,
VIZ-020,Visualization,Full-Stack,Generate publication-quality figure panel with multiple views,Haxby analysis results,,"Combine multiple plots (activation, ROI plot, accuracy) in one figure",advanced_visualization_tool,multi_panel_figure; publication_ready,figure_panel.png; figure_caption.txt,,,,,
,,,,,,,,,,,,,,
WORK-001,Workflow,Full-Stack,"Run complete fMRI pipeline from raw Haxby data: preprocessing, GLM, and visualization",Haxby dataset,,"Chain together preprocessing, statistical modeling, and results visualization into one automated workflow",fmriprep_tool; nilearn_glm_tool; visualization_tool,pipeline_completed; all_outputs_generated,preprocessed/; glm_results/; figures/,,,,,
WORK-002,Workflow,Full-Stack,"Execute end-to-end connectivity analysis on ABIDE: preprocess, extract time series, compute connectivity, graph metrics",ABIDE dataset,,Build a complete connectivity analysis pipeline from raw data to network metrics,cpac_tool; connectivity_tool; graph_theory_tool,connectome_generated; graph_metrics_computed,connectivity_matrix.npy; graph_metrics.csv,,,,,
WORK-003,Workflow,Full-Stack,Run multimodal pipeline: structural segmentation + functional connectivity on Localizer data,Brainomics Localizer,nilearn.datasets.fetch_localizer_contrasts,Combine anatomical and functional analyses in one workflow,freesurfer_tool; conn_tool,both_modalities_processed; registration_successful,recon-all/; functional_connectivity.npy,,,,,
WORK-004,Workflow,Full-Stack,"Orchestrate group-level meta-analysis workflow: fetch studies, extract coordinates, run ALE",NeuroVault collection,,Automate the entire meta-analysis process from data collection to results,literature_mining_tool; coordinate_meta_analysis,studies_fetched; ale_map_generated,coordinates.csv; ale_map.nii.gz,,,,,
WORK-005,Workflow,Full-Stack,"Execute MVPA workflow on Haxby: feature selection, cross-validation, searchlight",Haxby dataset,nilearn.datasets.fetch_haxby,Chain multiple MVPA steps into automated decoding pipeline,feature_selection_tool; mvpa_tool; searchlight_tool,cv_completed; searchlight_completed,cv_scores.csv; searchlight_map.nii.gz,,,,,
WORK-006,Workflow,Full-Stack,Run developmental trajectory workflow: age prediction model training and evaluation,Development fMRI dataset,nilearn.datasets.fetch_development_fmri,Build and test age prediction models across the lifespan,cross_validation_tool; dl_pytorch_tool,model_trained; age_predictions_accurate,trained_model.pth; predictions.csv,,,,,
WORK-007,Workflow,Full-Stack,"Execute diffusion pipeline: preprocessing, tractography, structural connectome",Custom DWI BIDS,,Complete diffusion workflow from raw to connectivity matrices,qsiprep_tool; diffusion_tractography_tool,tractogram_generated; connectome_built,tractogram.tck; structural_connectome.npy,,,,,
WORK-008,Workflow,Full-Stack,"Run quality control workflow: MRIQC on all subjects, flag outliers, generate report",ADHD-200 dataset,nilearn.datasets.fetch_adhd,Automated QC pipeline with outlier detection across multiple subjects,mriqc_tool; qc_tools,all_subjects_qc; outliers_flagged,mriqc_group.html; outliers.txt,,,,,
WORK-009,Workflow,Full-Stack,"Execute surface-based workflow: FreeSurfer recon, thickness extraction, group statistics",Custom T1w BIDS,,Complete cortical surface analysis from reconstruction to statistics,freesurfer_tool; statistical_inference_tool,surfaces_generated; group_stats_computed,surf/; thickness_stats.csv,,,,,
WORK-010,Workflow,Full-Stack,"Run multisite harmonization workflow: ComBat on ABIDE, validate with connectivity",ABIDE dataset,nilearn.datasets.fetch_abide_pcp,Remove site effects and validate harmonization quality,data_harmonization_tool; connectivity_tool,site_effects_removed; validation_passed,harmonized_data.npy; validation_metrics.csv,,,,,
WORK-011,Workflow,Full-Stack,"Execute real-time neurofeedback workflow: ROI extraction, signal processing, feedback generation",Simulated real-time fMRI,,Set up complete real-time processing pipeline for neurofeedback,realtime_fmri_tool; registration_tool,roi_defined; feedback_delivered,roi_timeseries.csv; feedback_log.txt,,,,,
WORK-012,Workflow,Full-Stack,"Run genetics workflow: GWAS on brain volumes, PRS calculation, brain correlation",OASIS VBM + genotype data,,Complete imaging genetics pipeline from GWAS to brain-behavior links,genetics_gwas_tool; prs_tool,gwas_completed; prs_correlated,manhattan_plot.png; prs_brain_corr.csv,,,,,
WORK-013,Workflow,Full-Stack,"Execute MEG workflow: preprocessing, source localization, connectivity analysis",MNE sample dataset,,Complete MEG analysis from raw sensors to connectivity,mne_preprocessing_tool; mne_source_tool; mne_connectivity_tool,sources_localized; connectivity_computed,source_estimates/; connectivity_matrix.npy,,,,,
WORK-014,Workflow,Full-Stack,"Run clinical workflow: lesion detection, segmentation, volumetry, reporting",Synthetic lesion dataset,,Automated clinical pipeline for lesion analysis,lesion_detection_tool; segmentation_tool,lesions_detected; volumes_measured,lesion_masks.nii.gz; volumetry_report.csv,,,,,
WORK-015,Workflow,Full-Stack,"Execute deep learning workflow: data augmentation, model training, validation, deployment",ADHD-200 dataset,nilearn.datasets.fetch_adhd,Complete DL pipeline from data prep to model deployment,dl_pytorch_tool; cross_validation_tool,model_trained; validation_passed,trained_model.pth; validation_metrics.json,,,,,
WORK-016,Workflow,Full-Stack,Run batch processing workflow: process 50 subjects through fMRIPrep pipeline,Custom BIDS dataset,,Scale preprocessing across many subjects with resource management,fmriprep_tool; cloud_native_processing,all_subjects_completed; resource_efficient,derivatives/; processing_log.json,,,,,
WORK-017,Workflow,Full-Stack,"Execute RSA workflow: compute RDMs, compare with models, visualize similarity space",Haxby dataset,nilearn.datasets.fetch_haxby,Complete representational similarity analysis pipeline,rsa_toolbox_tool; mvpa_tool,rdms_computed; model_comparison_done,rdm_matrices/; similarity_plots.png,,,,,
WORK-018,Workflow,Full-Stack,"Run connectivity dynamics workflow: sliding window, state detection, transition analysis",NKI Enhanced dataset,nilearn.datasets.fetch_surf_nki_enhanced and nilearn.datasets.load_nki,Analyze time-varying connectivity with state identification,dynamic_connectivity_tool; graph_theory_tool,states_detected; transitions_characterized,dynamic_states.npy; transition_matrix.csv,,,,,
WORK-019,Workflow,Full-Stack,"Execute multivariate workflow: dimensionality reduction, clustering, classification",Brainomics Localizer,nilearn.datasets.fetch_localizer_contrasts,Chain multiple multivariate methods for comprehensive analysis,feature_selection_tool; mvpa_tool,clusters_identified; classification_accurate,clusters.npy; classification_report.csv,,,,,
WORK-020,Workflow,Full-Stack,"Run reproducibility workflow: analysis on train/test split, cross-validation, bootstrapping",Haxby dataset,nilearn.datasets.fetch_haxby,Ensure result reproducibility through multiple validation strategies,cross_validation_tool; permutation_testing_tool,reproducibility_confirmed; confidence_intervals,cv_results.csv; bootstrap_distributions.npy,,,,,
,,,,,,,,,,,,,,
HARM-001,Data Harmonization,Full-Stack,Apply ComBat harmonization to remove site effects from ABIDE resting-state data,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,Remove systematic differences between scanning sites while preserving biological variation,data_harmonization_tool,site_effects_removed; biological_variance_preserved,harmonized_data.npy; site_variance_before_after.csv,,,,,
HARM-002,Data Harmonization,Full-Stack,Harmonize ADHD-200 multisite data using Traveling Subject method,ADHD-200 dataset,nilearn.datasets.fetch_adhd,Use traveling subjects to model and remove site-specific biases,data_harmonization_tool,scanner_effects_modeled; harmonization_validated,harmonized_subjects/; validation_metrics.json,,,,,
HARM-003,Data Harmonization,Full-Stack,Remove scanner effects from Brainomics Localizer using linear mixed models,Brainomics Localizer,nilearn.datasets.fetch_localizer_contrasts,Model scanner as random effect and remove its contribution statistically,mixed_effects_tool; data_harmonization_tool,random_effects_removed; fixed_effects_preserved,harmonized_contrasts.nii.gz; variance_components.csv,,,,,
HARM-004,Data Harmonization,Full-Stack,Apply CovBat to harmonize connectivity matrices across ABIDE sites,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,Harmonize covariance structure of connectivity while preserving correlations,data_harmonization_tool; connectivity_tool,connectivity_harmonized; within_site_variance_reduced,harmonized_connectomes.npy; qc_metrics.csv,,,,,
HARM-005,Data Harmonization,Full-Stack,Use RELIEF to harmonize longitudinal data accounting for age effects,Development fMRI dataset,nilearn.datasets.fetch_development_fmri,Remove scanner effects while preserving true developmental changes,data_harmonization_tool; mixed_effects_tool,age_effects_preserved; scanner_effects_removed,harmonized_longitudinal.npy; age_trajectories.png,,,,,
HARM-006,Data Harmonization,Full-Stack,Harmonize structural volumes from OASIS using GAM-based normalization,OASIS VBM dataset,nilearn.datasets.fetch_oasis_vbm,Model nonlinear age effects before harmonizing across scanners,data_harmonization_tool; statistical_inference_tool,nonlinear_age_modeled; volumes_harmonized,harmonized_volumes.csv; age_curves.png,,,,,
HARM-007,Data Harmonization,Full-Stack,Apply Neurocombat to harmonize cortical thickness across FreeSurfer datasets,Custom FreeSurfer cohort,,Remove site effects from surface-based measures,data_harmonization_tool; freesurfer_tool,thickness_harmonized; surface_preserved,harmonized_thickness.mgh; qc_report.html,,,,,
HARM-008,Data Harmonization,Full-Stack,Harmonize HCP connectivity matrices to match legacy scanner parameters,HCP MegaTrawls dataset,nilearn.datasets.fetch_megatrawls_netmats,Adjust HCP data to be compatible with older scanning protocols,data_harmonization_tool; connectivity_tool,legacy_compatible; connectivity_preserved,harmonized_hcp_connectomes.npy; compatibility_report.csv,,,,,
HARM-009,Data Harmonization,Full-Stack,Use propensity score matching to balance ABIDE demographic confounds,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,"Create matched ASD/control groups balanced on age, sex, IQ",data_harmonization_tool; statistical_inference_tool,groups_balanced; confounds_controlled,matched_subjects.csv; balance_diagnostics.png,,,,,
HARM-010,Data Harmonization,Full-Stack,Apply RAVEL intensity normalization to Brainomics Localizer T-maps,Brainomics Localizer,nilearn.datasets.fetch_localizer_contrasts,Remove unwanted intensity variation while preserving biological signal,data_harmonization_tool; statistical_inference_tool,intensity_normalized; biological_signal_preserved,normalized_tmaps.nii.gz; normalization_qc.csv,,,,,
HARM-011,Data Harmonization,Full-Stack,Harmonize diffusion metrics across QSIPrep pipeline versions,Custom DWI BIDS,,Account for preprocessing pipeline differences in longitudinal data,data_harmonization_tool; diffusion_tractography_tool,pipeline_effects_removed; fa_values_comparable,harmonized_fa.nii.gz; pipeline_comparison.csv,,,,,
HARM-012,Data Harmonization,Full-Stack,Apply z-score normalization to ADHD-200 within-scanner batches,ADHD-200 dataset,nilearn.datasets.fetch_adhd,Standardize signal intensity within each scanner separately,data_harmonization_tool,within_scanner_normalized; between_scanner_preserved,normalized_data.npy; normalization_params.json,,,,,
HARM-013,Data Harmonization,Full-Stack,Use MUDI to harmonize multi-echo fMRI across sites,Custom multi-echo dataset,,Combine information across echoes while harmonizing sites,data_harmonization_tool; advanced_analysis_tool,echoes_combined; sites_harmonized,harmonized_multi_echo.nii.gz; echo_weights.csv,,,,,
HARM-014,Data Harmonization,Full-Stack,Apply longitudinal ComBat to Development fMRI repeated measures,Development fMRI dataset,nilearn.datasets.fetch_development_fmri,Harmonize while preserving within-subject correlation structure,data_harmonization_tool; mixed_effects_tool,repeated_measures_preserved; scanner_drift_removed,harmonized_longitudinal.npy; icc_before_after.csv,,,,,
HARM-015,Data Harmonization,Full-Stack,Harmonize PET SUV values across scanners using phantom calibration,Custom PET dataset,,Use phantom scans to calibrate and harmonize SUV quantification,data_harmonization_tool; pet_imaging_tools,suv_calibrated; scanner_bias_removed,harmonized_suv.nii.gz; calibration_curves.png,,,,,
HARM-016,Data Harmonization,Full-Stack,Apply deep learning-based harmonization using CycleGAN on structural MRI,OASIS VBM dataset,nilearn.datasets.fetch_oasis_vbm,Use unpaired image translation to harmonize scanner characteristics,dl_pytorch_tool; data_harmonization_tool,image_style_transferred; anatomy_preserved,harmonized_t1w.nii.gz; gan_loss_curves.png,,,,,
HARM-017,Data Harmonization,Full-Stack,Use SVA to remove hidden batch effects from gene expression data,Allen Human Brain Atlas,,Identify and remove unknown sources of variation in expression matrices,data_harmonization_tool; genetics_analysis_tool,surrogate_variables_estimated; batch_corrected,harmonized_expression.csv; sva_diagnostics.png,,,,,
HARM-018,Data Harmonization,Full-Stack,Harmonize MEG sensor-level data using reference site method,MNE sample dataset,,Calibrate MEG signals using external reference sensors,data_harmonization_tool; mne_preprocessing_tool,sensors_calibrated; noise_covariance_normalized,harmonized_raw.fif; calibration_factors.csv,,,,,
HARM-019,Data Harmonization,Full-Stack,Apply functional alignment to harmonize task activation patterns across subjects,Brainomics Localizer,nilearn.datasets.fetch_localizer_contrasts,Align functional topographies before group analysis,hyperalignment_tool; data_harmonization_tool,functional_spaces_aligned; group_variance_reduced,aligned_activations.npy; alignment_quality.csv,,,,,
HARM-020,Data Harmonization,Full-Stack,Harmonize connectivity using generalized canonical correlation analysis,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,Find common connectivity dimensions across heterogeneous datasets,multimodal_integration_tool; data_harmonization_tool,common_dimensions_extracted; variance_explained>0.6,canonical_variates.npy; loading_matrices.csv,,,,,
,,,,,,,,,,,,,,
SPEC-001,Specialized Processing,Full-Stack,Apply TEDANA multi-echo denoising to separate BOLD from non-BOLD signals,Custom multi-echo fMRI,,Use information across echo times to optimally remove noise,specialized_processing_tool,te_components_classified; denoised_bold_generated,denoised_bold.nii.gz; component_table.csv,,,,,
SPEC-002,Specialized Processing,Full-Stack,Run AROMA ICA-based denoising on Haxby data,Haxby dataset,nilearn.datasets.fetch_haxby,Automatically identify and remove motion-related ICA components,fsl_melodic_tool; specialized_processing_tool,motion_components_removed; signal_preserved,denoised_bold.nii.gz; classified_components.txt,,,,,
SPEC-003,Specialized Processing,Full-Stack,Apply global signal regression with multiple strategies on ABIDE data,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,Test different global signal removal approaches and compare,specialized_processing_tool; connectivity_tool,strategies_compared; connectivity_differences_quantified,gsr_comparison.csv; connectivity_matrices/,,,,,
SPEC-004,Specialized Processing,Full-Stack,Run anatomical CompCor to extract physiological noise from Localizer data,Brainomics Localizer,nilearn.datasets.fetch_localizer_contrasts,Extract principal components from white matter and CSF for denoising,specialized_processing_tool; nilearn_glm_tool,compcor_regressors_extracted; variance_explained>0.5,compcor_regressors.csv; variance_explained.png,,,,,
SPEC-005,Specialized Processing,Full-Stack,Apply slice-timing correction using different interpolation methods,SPM Auditory dataset,,"Compare sinc, linear, and spline interpolation for slice timing",specialized_processing_tool,methods_compared; optimal_method_identified,stc_comparison.csv; corrected_data/,,,,,
SPEC-006,Specialized Processing,Full-Stack,Run RETROICOR to remove cardiac and respiratory artifacts,Custom physio-monitored fMRI,,Use physiological recordings to model and remove periodic noise,specialized_processing_tool,physio_regressors_created; periodic_noise_removed,retroicor_regressors.csv; denoised_bold.nii.gz,,,,,
SPEC-007,Specialized Processing,Full-Stack,Apply susceptibility distortion correction using fieldmap,Custom fMRI with fieldmap,,Unwarp EPI images using B0 field measurements,specialized_processing_tool; registration_tool,distortions_corrected; geometric_accuracy_improved,unwarped_bold.nii.gz; fieldmap_hz.nii.gz,,,,,
SPEC-008,Specialized Processing,Full-Stack,Run phase-based motion correction for sub-voxel displacement,NKI Enhanced dataset,nilearn.datasets.fetch_surf_nki_enhanced and nilearn.datasets.load_nki,Use phase information for more accurate motion correction,specialized_processing_tool,sub_voxel_motion_corrected; phase_consistency_improved,motion_corrected.nii.gz; displacement_params.csv,,,,,
SPEC-009,Specialized Processing,Full-Stack,Apply temporal filtering with optimal bandpass for resting-state,ADHD-200 dataset,nilearn.datasets.fetch_adhd,Test different frequency bands to optimize resting-state signal,specialized_processing_tool; connectivity_tool,optimal_band_identified; connectivity_improved,filtered_data.nii.gz; frequency_analysis.png,,,,,
SPEC-010,Specialized Processing,Full-Stack,Run spike regression to remove sudden motion artifacts,Development fMRI dataset,nilearn.datasets.fetch_development_fmri,Identify and regress out motion spike timepoints,specialized_processing_tool,spikes_detected; artifacts_removed,spike_regressors.csv; cleaned_data.nii.gz,,,,,
SPEC-011,Specialized Processing,Full-Stack,Apply spatial smoothing with varying kernel sizes and compare,Haxby dataset,nilearn.datasets.fetch_haxby,Test FWHM from 4-10mm to find optimal smoothing,specialized_processing_tool; mvpa_tool,smoothing_effects_quantified; optimal_fwhm_identified,smoothness_comparison.csv; smoothed_data/,,,,,
SPEC-012,Specialized Processing,Full-Stack,Run scrubbing to remove high-motion volumes from ABIDE data,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,Censor timepoints exceeding motion thresholds,specialized_processing_tool; connectivity_tool,high_motion_censored; connectivity_qc_improved,censored_indices.txt; qc_metrics.csv,,,,,
SPEC-013,Specialized Processing,Full-Stack,Apply gradient unwarping to correct for gradient nonlinearity,Custom high-res fMRI,,Correct geometric distortions from gradient coil imperfections,specialized_processing_tool; registration_tool,geometric_distortions_corrected; accuracy_improved,unwarped_bold.nii.gz; gradient_coefficients.txt,,,,,
SPEC-014,Specialized Processing,Full-Stack,Run nuisance regression with orthogonalization to preserve signal,Brainomics Localizer,nilearn.datasets.fetch_localizer_contrasts,Remove confounds while preserving task-related variance,specialized_processing_tool; nilearn_glm_tool,confounds_removed; task_signal_preserved,cleaned_beta_maps.nii.gz; variance_partitioning.csv,,,,,
SPEC-015,Specialized Processing,Full-Stack,Apply despiking to remove outlier voxel intensities,Custom artifact-heavy fMRI,,Detect and interpolate extreme intensity values,specialized_processing_tool,outliers_detected; intensity_normalized,despiked_data.nii.gz; outlier_map.nii.gz,,,,,
SPEC-016,Specialized Processing,Full-Stack,Run independent vector analysis for group ICA with linked components,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,Perform group ICA maintaining subject-specific variation,specialized_processing_tool; fsl_melodic_tool,group_components_linked; subject_variation_preserved,iva_components.nii.gz; subject_loadings.csv,,,,,
SPEC-017,Specialized Processing,Full-Stack,Apply phase-scrambling for null hypothesis generation in connectivity,NKI Enhanced dataset,nilearn.datasets.fetch_surf_nki_enhanced and nilearn.datasets.load_nki,Create phase-randomized surrogates preserving power spectrum,specialized_processing_tool; permutation_testing_tool,surrogates_generated; null_distribution_created,phase_scrambled_data.npy; null_connectivity.npy,,,,,
SPEC-018,Specialized Processing,Full-Stack,Run dual regression to extract subject-specific spatial maps,Development fMRI dataset,nilearn.datasets.fetch_development_fmri,Back-project group ICA maps to individual subjects,specialized_processing_tool; connectivity_tool,subject_maps_extracted; individual_timeseries_generated,subject_spatial_maps/; subject_timeseries.csv,,,,,
SPEC-019,Specialized Processing,Full-Stack,Apply motion censoring with interpolation for continuous timeseries,ADHD-200 dataset,nilearn.datasets.fetch_adhd,Remove motion artifacts while maintaining temporal continuity,specialized_processing_tool; temporal_decoding_tool,motion_censored; timeseries_continuous,interpolated_data.nii.gz; censoring_mask.txt,,,,,
SPEC-020,Specialized Processing,Full-Stack,Run component-based noise correction on ASL perfusion data,Custom ASL dataset,,Separate perfusion signal from physiological noise using ICA,specialized_processing_tool; asl_perfusion_tool,noise_components_identified; cbf_quality_improved,denoised_cbf.nii.gz; noise_components.nii.gz,,,,,
